"GO_ID" "description" "levels" "ontology_group" "node_numeric_id" "community" "uniqueness_index" "size_in_annotation" "size_in_universe" "number_of_genes_in_query" "percentage_of_genes_in_query" "OR" "p" "fdr" "Min_value_CI" "Max_value_CI" "genes_in_query"
"1142" "GO:0051100" "negative regulation of binding" "4" "Biological_process" NA NA "217" 3 3 2 66.6666666666667 13.05344500041 0.0483879618631784 0.236612694248386 0.678434150109712 767.081101563794 "Rv0014c, Rv0931c"
"1146" "GO:0051156" "glucose 6-phosphate metabolic process" "4, 5" "Biological_process" NA NA "218" 11 11 4 36.3636363636364 3.73939480609182 0.0474983962907122 0.236612694248386 0.799983962004848 14.7703936731885 "Rv0946c, Rv1408, Rv1445c, Rv1447c"
"314" "GO:0008299" "isoprenoid biosynthetic process" "4, 5, 6" "Biological_process" NA NA "219" 21 21 6 28.5714285714286 2.62237623324575 0.0506095789668162 0.243017167471289 0.829718570600513 7.191656700604 "Rv0562, Rv2858c, Rv3377c, Rv3379c, Rv3397c, Rv3398c"
"354" "GO:0009081" "branched-chain amino acid metabolic process" "4, 5, 7" "Biological_process" NA NA "220" 21 21 6 28.5714285714286 2.62237623324575 0.0506095789668162 0.243017167471289 0.829718570600513 7.191656700604 "Rv0974c, Rv1294, Rv2210c, Rv2502c, Rv2995c, Rv3708c"
"357" "GO:0009084" "glutamine family amino acid biosynthetic process" "6, 7, 8, 9" "Biological_process" NA NA "221" 21 21 6 28.5714285714286 2.62237623324575 0.0506095789668162 0.243017167471289 0.829718570600513 7.191656700604 "Rv1383, Rv1384, Rv1658, Rv2747, Rv2860c, Rv3858c"
"982" "GO:0044117" "growth of symbiont in host" "3, 4" "Biological_process" NA NA "222" 116 116 23 19.8275862068966 1.63800905532215 0.0504352607549276 0.243017167471289 0.980375175925607 2.63727592708275 "Rv0015c, Rv0171, Rv0172, Rv0173, Rv0174, Rv0175, Rv0176, Rv0177, Rv0178, Rv0199, Rv0221, Rv0405, Rv0928, Rv0929, Rv0930, Rv1125, Rv1425, Rv2938, Rv3494c, Rv3496c, Rv3497c, Rv3498c, Rv3552"
"28" "GO:0000902" "cell morphogenesis" "4, 5" "Biological_process" NA NA "223" 30 30 8 26.6666666666667 2.38810526698141 0.0513279050040386 0.24536119611796 0.914368626701928 5.60555306837721 "Rv0014c, Rv0015c, Rv0016c, Rv0017c, Rv1422, Rv1433, Rv2152c, Rv2154c"
"317" "GO:0008360" "regulation of cell shape" "3, 5, 6, 7" "Biological_process" NA NA "223" 30 30 8 26.6666666666667 2.38810526698141 0.0513279050040386 0.24536119611796 0.914368626701928 5.60555306837721 "Rv0014c, Rv0015c, Rv0016c, Rv0017c, Rv1422, Rv1433, Rv2152c, Rv2154c"
"725" "GO:0022604" "regulation of cell morphogenesis" "4, 5, 6" "Biological_process" NA NA "223" 30 30 8 26.6666666666667 2.38810526698141 0.0513279050040386 0.24536119611796 0.914368626701928 5.60555306837721 "Rv0014c, Rv0015c, Rv0016c, Rv0017c, Rv1422, Rv1433, Rv2152c, Rv2154c"
"801" "GO:0032989" "cellular component morphogenesis" "3, 4" "Biological_process" NA NA "223" 30 30 8 26.6666666666667 2.38810526698141 0.0513279050040386 0.24536119611796 0.914368626701928 5.60555306837721 "Rv0014c, Rv0015c, Rv0016c, Rv0017c, Rv1422, Rv1433, Rv2152c, Rv2154c"
"769" "GO:0031325" "positive regulation of cellular metabolic process" "3, 4, 5" "Biological_process" NA NA "224" 37 37 1 2.7027027027027 0.179354257091207 0.0527094837586447 0.249725820829846 0.00441387600099691 1.06998944912008 "Rv1437"
"1376" "GO:1902679" "negative regulation of RNA biosynthetic process" "5, 6, 7, 8, 9" "Biological_process" NA NA "225" 37 37 1 2.7027027027027 0.179354257091207 0.0527094837586447 0.249725820829846 0.00441387600099691 1.06998944912008 "Rv0444c"
"1381" "GO:1903507" "negative regulation of nucleic acid-templated transcription" "6, 7, 8, 9, 10" "Biological_process" NA NA "225" 37 37 1 2.7027027027027 0.179354257091207 0.0527094837586447 0.249725820829846 0.00441387600099691 1.06998944912008 "Rv0444c"
"504" "GO:0010565" "regulation of cellular ketone metabolic process" "4, 5" "Biological_process" NA NA "226" 7 7 3 42.8571428571429 4.90279718308278 0.0543324190767284 0.254027889192072 0.716165840506698 29.0768381191503 "Rv0014c, Rv0015c, Rv0931c"
"1101" "GO:0046503" "glycerolipid catabolic process" "5, 6" "Biological_process" NA NA "227" 7 7 3 42.8571428571429 4.90279718308278 0.0543324190767284 0.254027889192072 0.716165840506698 29.0768381191503 "Rv0220, Rv1984c, Rv2289"
"1160" "GO:0051253" "negative regulation of RNA metabolic process" "4, 5, 6, 7, 8" "Biological_process" NA NA "228" 39 39 1 2.56410256410256 0.169814837686691 0.0538942540302909 0.254027889192072 0.00418519186320133 1.00970179408604 "Rv0444c"
"329" "GO:0008654" "phospholipid biosynthetic process" "4, 5, 6" "Biological_process" NA NA "229" 41 41 10 24.390243902439 2.12127022547736 0.0588707062732679 0.274044423088662 0.92196251330861 4.47259219182636 "Rv0557, Rv2289, Rv2610c, Rv2612c, Rv2746c, Rv2858c, Rv2881c, Rv2982c, Rv3379c, Rv3398c"
"445" "GO:0009260" "ribonucleotide biosynthetic process" "6, 7, 8, 9" "Biological_process" NA NA "230" 64 64 14 21.875 1.84531569802863 0.0602629178298125 0.279075092037054 0.935069463173873 3.42068598301464 "Rv0408, Rv0803, Rv0957, Rv1092c, Rv1309, Rv1310, Rv1311, Rv1383, Rv1384, Rv1699, Rv2435c, Rv2883c, Rv3396c, Rv3624c"
"798" "GO:0032787" "monocarboxylic acid metabolic process" "6" "Biological_process" NA NA "231" 190 188 34 18.0851063829787 1.4676577854365 0.0604749964920821 0.279075092037054 0.96931523483049 2.16862235994044 "Rv0014c, Rv0015c, Rv0066c, Rv0098, Rv0363c, Rv0447c, Rv0462, Rv0632c, Rv0673, Rv0694, Rv0905, Rv0931c, Rv0946c, Rv0974c, Rv1023, Rv1436, Rv1437, Rv1438, Rv1475c, Rv1483, Rv1484, Rv1662, Rv1663, Rv1750c, Rv1837c, Rv1925, Rv1984c, Rv2215, Rv2241, Rv2605c, Rv2858c, Rv2946c, Rv2967c, Rv3379c"
"151" "GO:0006220" "pyrimidine nucleotide metabolic process" "5, 6, 7, 8" "Biological_process" NA NA "232" 22 22 6 27.2727272727273 2.4576441142782 0.0620711052540116 0.285206026727484 0.784006116704598 6.64973924985986 "Rv1383, Rv1384, Rv1699, Rv2289, Rv2881c, Rv2883c"
"252" "GO:0006644" "phospholipid metabolic process" "4, 5" "Biological_process" NA NA "233" 53 53 12 22.6415094339623 1.92662327888397 0.0629153350237352 0.287025274084541 0.915402702598177 3.76688905052104 "Rv0557, Rv2289, Rv2610c, Rv2611c, Rv2612c, Rv2746c, Rv2858c, Rv2881c, Rv2982c, Rv3377c, Rv3379c, Rv3398c"
"1078" "GO:0046390" "ribose phosphate biosynthetic process" "5, 6" "Biological_process" NA NA "234" 65 65 14 21.5384615384615 1.80864255097094 0.0630055479697773 0.287025274084541 0.917625877597699 3.34671745298233 "Rv0408, Rv0803, Rv0957, Rv1092c, Rv1309, Rv1310, Rv1311, Rv1383, Rv1384, Rv1699, Rv2435c, Rv2883c, Rv3396c, Rv3624c"
"253" "GO:0006650" "glycerophospholipid metabolic process" "5, 6" "Biological_process" NA NA "235" 32 32 8 25 2.18798288511532 0.0637284309413447 0.28908301014244 0.845079488373539 5.06679565898696 "Rv0557, Rv2289, Rv2610c, Rv2611c, Rv2612c, Rv2746c, Rv2881c, Rv2982c"
"1270" "GO:0071702" "organic substance transport" "4" "Biological_process" NA NA "236" 95 95 19 20 1.65112640310207 0.0648081830718062 0.292735267604006 0.934520302180709 2.78636080561503 "Rv0017c, Rv0129c, Rv0527, Rv0529, Rv0613c, Rv1183, Rv1281c, Rv1282c, Rv1457c, Rv1686c, Rv1750c, Rv2127, Rv2154c, Rv2462c, Rv2938, Rv3756c, Rv3757c, Rv3758c, Rv3759c"
"1327" "GO:0098655" "cation transmembrane transport" "6" "Biological_process" NA NA "237" 54 54 12 22.2222222222222 1.8800405756166 0.0664910723743175 0.299069549160432 0.894852746876994 3.6674388969727 "Rv0103c, Rv0425c, Rv0908, Rv1232c, Rv1309, Rv1310, Rv1311, Rv2287, Rv2856, Rv3043c, Rv3146, Rv3157"
"205" "GO:0006518" "peptide metabolic process" "4, 5" "Biological_process" NA NA "238" 137 136 11 8.08823529411765 0.563952612707569 0.071862279205329 0.320523805995317 0.272536957911719 1.05366699130496 "Rv0041, Rv0429c, Rv0444c, Rv1165, Rv2055c, Rv2467, Rv2614c, Rv2882c, Rv2992c, Rv3336c, Rv3702c"
"593" "GO:0016209" "antioxidant activity" "4, 7" "Biological_process" NA NA "239" 33 33 8 24.2424242424242 2.09989404199081 0.0716356131496193 0.320523805995317 0.814214077208856 4.83419826944632 "Rv0462, Rv0526, Rv0554, Rv0799c, Rv1677, Rv1932, Rv2215, Rv2238c"
"1338" "GO:0098869" "cellular oxidant detoxification" "3, 6" "Biological_process" NA NA "239" 33 33 8 24.2424242424242 2.09989404199081 0.0716356131496193 0.320523805995317 0.814214077208856 4.83419826944632 "Rv0462, Rv0526, Rv0554, Rv0799c, Rv1677, Rv1932, Rv2215, Rv2238c"
"736" "GO:0022890" "inorganic cation transmembrane transporter activity" "7, 8" "Biological_process" NA NA "240" 44 44 10 22.7272727272727 1.93254700988073 0.0732943236406928 0.325548954170744 0.84624353002351 4.03054793103145 "Rv0103c, Rv0425c, Rv0908, Rv1232c, Rv1309, Rv1310, Rv1311, Rv2287, Rv2856, Rv3043c"
"212" "GO:0006536" "glutamate metabolic process" "6, 7, 9" "Biological_process" NA NA "241" 8 8 3 37.5 3.92170888309393 0.078551263392613 0.343178880231662 0.607192538777517 20.2195474423306 "Rv2476c, Rv3432c, Rv3858c"
"268" "GO:0006754" "ATP biosynthetic process" "3, 4, 8, 9, 10, 11" "Biological_process" NA NA "242" 8 8 3 37.5 3.92170888309393 0.078551263392613 0.343178880231662 0.607192538777517 20.2195474423306 "Rv1309, Rv1310, Rv1311"
"573" "GO:0015986" "ATP synthesis coupled proton transport" "4, 5, 9, 10, 11, 12" "Biological_process" NA NA "242" 8 8 3 37.5 3.92170888309393 0.078551263392613 0.343178880231662 0.607192538777517 20.2195474423306 "Rv1309, Rv1310, Rv1311"
"601" "GO:0016469" "proton-transporting two-sector ATPase complex" "3, 4" "Cell_Components" NA NA "242" 8 8 3 37.5 3.92170888309393 0.078551263392613 0.343178880231662 0.607192538777517 20.2195474423306 "Rv1309, Rv1310, Rv1311"
"1021" "GO:0045259" "proton-transporting ATP synthase complex" "2, 4, 5" "Cell_Components" NA NA "242" 8 8 3 37.5 3.92170888309393 0.078551263392613 0.343178880231662 0.607192538777517 20.2195474423306 "Rv1309, Rv1310, Rv1311"
"1116" "GO:0046890" "regulation of lipid biosynthetic process" "4, 5, 6" "Biological_process" NA NA "243" 8 8 3 37.5 3.92170888309393 0.078551263392613 0.343178880231662 0.607192538777517 20.2195474423306 "Rv0014c, Rv0015c, Rv0931c"
"1152" "GO:0051187" "cofactor catabolic process" "4" "Biological_process" NA NA "244" 8 8 3 37.5 3.92170888309393 0.078551263392613 0.343178880231662 0.607192538777517 20.2195474423306 "Rv3199c, Rv3306c, Rv3702c"
"18" "GO:0000270" "peptidoglycan metabolic process" "6" "Biological_process" NA NA "245" 37 37 9 24.3243243243243 2.11147640080155 0.0823256850823549 0.348510354185172 0.87139192076112 4.63460838352956 "Rv0014c, Rv0016c, Rv0017c, Rv0237, Rv1022, Rv1433, Rv2152c, Rv2154c, Rv3423c"
"71" "GO:0004518" "nuclease activity" "6, 7" "Biological_process" NA NA "246" 125 124 10 8.06451612903226 0.562934423126831 0.0816871584355986 0.348510354185172 0.261111001698217 1.082872294641 "Rv0629c, Rv0665, Rv0938, Rv1242, Rv2228c, Rv2530c, Rv2818c, Rv2837c, Rv2898c, Rv3697c"
"72" "GO:0004519" "endonuclease activity" "7, 8" "Biological_process" NA NA "247" 47 47 2 4.25531914893617 0.286740966572274 0.0806839862051794 0.348510354185172 0.0335884309428542 1.10351425158114 "Rv2228c, Rv2818c"
"96" "GO:0005739" "mitochondrion" "3, 4, 5" "Cell_Components" NA NA "248" 13 13 4 30.7692307692308 2.90735496346771 0.0830409286707633 0.348510354185172 0.651872571270534 10.4624756608533 "Rv0673, Rv1933c, Rv3274c, Rv3564"
"152" "GO:0006221" "pyrimidine nucleotide biosynthetic process" "6, 7, 8, 9" "Biological_process" NA NA "249" 18 18 5 27.7777777777778 2.51797205962674 0.0802206764618118 0.348510354185172 0.699915249748766 7.565230911102 "Rv1383, Rv1384, Rv1699, Rv2881c, Rv2883c"
"209" "GO:0006526" "arginine biosynthetic process" "7, 8, 9, 10" "Biological_process" NA NA "250" 13 13 4 30.7692307692308 2.90735496346771 0.0830409286707633 0.348510354185172 0.651872571270534 10.4624756608533 "Rv1383, Rv1384, Rv1658, Rv2747"
"405" "GO:0009166" "nucleotide catabolic process" "6, 7, 8" "Biological_process" NA NA "251" 13 13 4 30.7692307692308 2.90735496346771 0.0830409286707633 0.348510354185172 0.651872571270534 10.4624756608533 "Rv1354c, Rv2289, Rv2613c, Rv3199c"
"422" "GO:0009218" "pyrimidine ribonucleotide metabolic process" "6, 7, 8, 9" "Biological_process" NA NA "252" 13 13 4 30.7692307692308 2.90735496346771 0.0830409286707633 0.348510354185172 0.651872571270534 10.4624756608533 "Rv1383, Rv1384, Rv1699, Rv2883c"
"452" "GO:0009273" "peptidoglycan-based cell wall biogenesis" "4" "Biological_process" NA NA "253" 90 90 18 20 1.64984457395353 0.0817317176585389 0.348510354185172 0.918092899741617 2.8234634065202 "Rv0014c, Rv0016c, Rv0017c, Rv0129c, Rv0974c, Rv1433, Rv1483, Rv1484, Rv1750c, Rv2152c, Rv2154c, Rv2928, Rv2939, Rv2946c, Rv2952, Rv2953, Rv3423c, Rv3799c"
"586" "GO:0016114" "terpenoid biosynthetic process" "5, 6, 7" "Biological_process" NA NA "254" 13 13 4 30.7692307692308 2.90735496346771 0.0830409286707633 0.348510354185172 0.651872571270534 10.4624756608533 "Rv3377c, Rv3379c, Rv3397c, Rv3398c"
"80" "GO:0004647" "phosphoserine phosphatase activity" "7" "Biological_process" NA NA "255" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv0505c, Rv3042c"
"112" "GO:0006022" "aminoglycan metabolic process" "4" "Biological_process" NA NA "256" 38 38 9 23.6842105263158 2.03811793404898 0.0865043024344258 0.349986072579974 0.843712032484876 4.45363199228854 "Rv0014c, Rv0016c, Rv0017c, Rv0237, Rv1022, Rv1433, Rv2152c, Rv2154c, Rv3423c"
"746" "GO:0030203" "glycosaminoglycan metabolic process" "5" "Biological_process" NA NA "256" 38 38 9 23.6842105263158 2.03811793404898 0.0865043024344258 0.349986072579974 0.843712032484876 4.45363199228854 "Rv0014c, Rv0016c, Rv0017c, Rv0237, Rv1022, Rv1433, Rv2152c, Rv2154c, Rv3423c"
"239" "GO:0006598" "polyamine catabolic process" "7, 8" "Biological_process" NA NA "257" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv2859c, Rv2860c"
"372" "GO:0009109" "coenzyme catabolic process" "5" "Biological_process" NA NA "258" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv3199c, Rv3306c"
"419" "GO:0009208" "pyrimidine ribonucleoside triphosphate metabolic process" "7, 8, 9" "Biological_process" NA NA "259" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv1699, Rv2883c"
"588" "GO:0016126" "sterol biosynthetic process" "5, 6" "Biological_process" NA NA "260" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv3397c, Rv3398c"
"653" "GO:0017004" "cytochrome complex assembly" "6" "Biological_process" NA NA "261" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv0527, Rv0529"
"681" "GO:0019305" "dTDP-rhamnose biosynthetic process" "6, 7, 8" "Biological_process" NA NA "262" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv3464, Rv3465"
"1075" "GO:0046383" "dTDP-rhamnose metabolic process" "5, 6, 7" "Biological_process" NA NA "262" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv3464, Rv3465"
"741" "GO:0030001" "metal ion transport" "6" "Biological_process" NA NA "263" 38 38 9 23.6842105263158 2.03811793404898 0.0865043024344258 0.349986072579974 0.843712032484876 4.45363199228854 "Rv0103c, Rv0425c, Rv0527, Rv0529, Rv0908, Rv1232c, Rv2287, Rv2856, Rv3200c"
"877" "GO:0042219" "cellular modified amino acid catabolic process" "5" "Biological_process" NA NA "264" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv3306c, Rv3702c"
"1045" "GO:0046037" "GMP metabolic process" "7, 8, 9, 10" "Biological_process" NA NA "265" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv3396c, Rv3624c"
"1063" "GO:0046174" "polyol catabolic process" "5, 6" "Biological_process" NA NA "266" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv1438, Rv3696c"
"1064" "GO:0046184" "aldehyde biosynthetic process" "4" "Biological_process" NA NA "267" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv1438, Rv2606c"
"1313" "GO:0090501" "RNA phosphodiester bond hydrolysis" "6, 7" "Biological_process" NA NA "268" 77 76 5 6.57894736842105 0.453420466796858 0.0881085790604973 0.349986072579974 0.142200605897914 1.11619257740572 "Rv0910, Rv1242, Rv2228c, Rv2530c, Rv3697c"
"1352" "GO:1901505" "carbohydrate derivative transmembrane transporter activity" "6" "Biological_process" NA NA "269" 4 4 2 50 6.52717930499193 0.0883173109981361 0.349986072579974 0.472168514462989 90.3791938091928 "Rv0017c, Rv2154c"
"482" "GO:0009892" "negative regulation of metabolic process" "2, 3, 4" "Biological_process" NA NA "270" 78 78 5 6.41025641025641 0.440736738693609 0.0896504660367324 0.353953321463543 0.138317405864551 1.08356678320642 "Rv0014c, Rv0015c, Rv0444c, Rv0931c, Rv3301c"
"187" "GO:0006412" "translation" "5, 6, 7" "Biological_process" NA NA "271" 116 115 9 7.82608695652174 0.545140907893184 0.0932200850663465 0.36668860029788 0.241074883098014 1.08359192504652 "Rv0041, Rv0429c, Rv0444c, Rv1165, Rv2055c, Rv2614c, Rv2882c, Rv2992c, Rv3336c"
"1349" "GO:1901293" "nucleoside phosphate biosynthetic process" "5, 6, 7" "Biological_process" NA NA "272" 98 98 19 19.3877551020408 1.58702187738499 0.0953127341167466 0.373541818266367 0.89992588769654 2.67176590525184 "Rv0408, Rv0803, Rv0891c, Rv0952, Rv0957, Rv1092c, Rv1309, Rv1310, Rv1311, Rv1354c, Rv1383, Rv1384, Rv1695, Rv1699, Rv2435c, Rv2881c, Rv2883c, Rv3396c, Rv3624c"
"442" "GO:0009252" "peptidoglycan biosynthetic process" "5, 6, 7, 8" "Biological_process" NA NA "273" 29 29 7 24.1379310344828 2.08578788434972 0.0965350799155137 0.376946502527244 0.748718357779353 5.08753516733206 "Rv0014c, Rv0016c, Rv0017c, Rv1433, Rv2152c, Rv2154c, Rv3423c"
"292" "GO:0006875" "cellular metal ion homeostasis" "6, 8" "Biological_process" NA NA "274" 20 20 0 0 0 0.0975423437436031 0.378109594293385 0 1.31619193278805 ""
"1278" "GO:0071770" "DIM/DIP cell wall layer assembly" "4, 6" "Biological_process" NA NA "275" 19 19 5 26.3157894736842 2.33749986203742 0.0974971894565591 0.378109594293385 0.656166614842705 6.90521009819767 "Rv2928, Rv2939, Rv2946c, Rv2952, Rv2953"
"180" "GO:0006364" "rRNA processing" "5, 7, 8, 9" "Biological_process" NA NA "276" 21 21 0 0 0 0.099979924235821 0.386013507351226 0 1.24753204597811 ""
"195" "GO:0006464" "cellular protein modification process" "5, 6" "Biological_process" NA NA "277" 82 82 16 19.5121951219512 1.59644282065756 0.100305573673818 0.386013507351226 0.855844509348718 2.81467589717049 "Rv0009, Rv0014c, Rv0015c, Rv0429c, Rv0584, Rv0931c, Rv2088, Rv2210c, Rv2462c, Rv2582, Rv2848c, Rv2861c, Rv2984, Rv3042c, Rv3255c, Rv3701c"
"860" "GO:0036211" "protein modification process" "4, 5" "Biological_process" NA NA "277" 82 82 16 19.5121951219512 1.59644282065756 0.100305573673818 0.386013507351226 0.855844509348718 2.81467589717049 "Rv0009, Rv0014c, Rv0015c, Rv0429c, Rv0584, Rv0931c, Rv2088, Rv2210c, Rv2462c, Rv2582, Rv2848c, Rv2861c, Rv2984, Rv3042c, Rv3255c, Rv3701c"
"208" "GO:0006525" "arginine metabolic process" "6, 7, 9" "Biological_process" NA NA "278" 14 14 4 28.5714285714286 2.616182000066 0.104536757861549 0.397696197218458 0.596672770562277 9.10992286156033 "Rv1383, Rv1384, Rv1658, Rv2747"
"261" "GO:0006721" "terpenoid metabolic process" "5, 6" "Biological_process" NA NA "279" 14 14 4 28.5714285714286 2.616182000066 0.104536757861549 0.397696197218458 0.596672770562277 9.10992286156033 "Rv3377c, Rv3379c, Rv3397c, Rv3398c"
"524" "GO:0015103" "inorganic anion transmembrane transporter activity" "7, 8" "Biological_process" NA NA "280" 22 22 0 0 0 0.104833612962839 0.397696197218458 0 1.18560558282832 ""
"1348" "GO:1901292" "nucleoside phosphate catabolic process" "5, 6, 7" "Biological_process" NA NA "281" 14 14 4 28.5714285714286 2.616182000066 0.104536757861549 0.397696197218458 0.596672770562277 9.10992286156033 "Rv1354c, Rv2289, Rv2613c, Rv3199c"
"131" "GO:0006098" "pentose-phosphate shunt" "4, 5, 6" "Biological_process" NA NA "282" 9 9 3 33.3333333333333 3.2672274191984 0.106559868536015 0.39997471781476 0.527101508011716 15.3607420268563 "Rv1408, Rv1445c, Rv1447c"
"318" "GO:0008379" "thioredoxin peroxidase activity" "6, 9" "Biological_process" NA NA "283" 9 9 3 33.3333333333333 3.2672274191984 0.106559868536015 0.39997471781476 0.527101508011716 15.3607420268563 "Rv1677, Rv1932, Rv2238c"
"489" "GO:0010039" "response to iron ion" "5" "Biological_process" NA NA "284" 9 9 3 33.3333333333333 3.2672274191984 0.106559868536015 0.39997471781476 0.527101508011716 15.3607420268563 "Rv0009, Rv1475c, Rv3224"
"113" "GO:0006023" "aminoglycan biosynthetic process" "5" "Biological_process" NA NA "285" 30 30 7 23.3333333333333 1.99458875734892 0.107560814722238 0.400908491237431 0.719123606294156 4.83224398469106 "Rv0014c, Rv0016c, Rv0017c, Rv1433, Rv2152c, Rv2154c, Rv3423c"
"114" "GO:0006024" "glycosaminoglycan biosynthetic process" "6" "Biological_process" NA NA "285" 30 30 7 23.3333333333333 1.99458875734892 0.107560814722238 0.400908491237431 0.719123606294156 4.83224398469106 "Rv0014c, Rv0016c, Rv0017c, Rv1433, Rv2152c, Rv2154c, Rv3423c"
"439" "GO:0009247" "glycolipid biosynthetic process" "5, 6, 7" "Biological_process" NA NA "286" 30 30 7 23.3333333333333 1.99458875734892 0.107560814722238 0.400908491237431 0.719123606294156 4.83224398469106 "Rv0129c, Rv0557, Rv1182, Rv2610c, Rv2611c, Rv2947c, Rv2953"
"734" "GO:0022857" "transmembrane transporter activity" "5" "Biological_process" NA NA "287" 153 153 27 17.6470588235294 1.41654719148151 0.114172170540796 0.42406806200867 0.888691948550722 2.18668803089427 "Rv0017c, Rv0073, Rv0103c, Rv0425c, Rv0545c, Rv0613c, Rv0783c, Rv0908, Rv0929, Rv0930, Rv0935, Rv0936, Rv1232c, Rv1281c, Rv1309, Rv1310, Rv1311, Rv1698, Rv2127, Rv2154c, Rv2287, Rv2856, Rv3043c, Rv3756c, Rv3757c, Rv3759c, Rv3903c"
"287" "GO:0006820" "anion transport" "5" "Biological_process" NA NA "288" 58 58 12 20.6896551724138 1.71465212498148 0.115710125707165 0.428288173624437 0.821094824808915 3.3166045637456 "Rv0545c, Rv0928, Rv0929, Rv0930, Rv0932c, Rv0934, Rv0935, Rv0936, Rv1750c, Rv2127, Rv2287, Rv3301c"
"16" "GO:0000160" "phosphorelay signal transduction system" "4, 5, 6" "Biological_process" NA NA "289" 33 33 1 3.03030303030303 0.202010147893053 0.116553219682273 0.429916028309007 0.00495443933503921 1.21478966851003 "Rv0844c"
"531" "GO:0015318" "inorganic molecular entity transmembrane transporter activity" "6" "Biological_process" NA NA "290" 76 76 15 19.7368421052632 1.61857238615426 0.121769714691892 0.446070501242463 0.847694395692398 2.90923333389932 "Rv0103c, Rv0425c, Rv0545c, Rv0908, Rv0929, Rv0930, Rv0935, Rv0936, Rv1232c, Rv1309, Rv1310, Rv1311, Rv2287, Rv2856, Rv3043c"
"1235" "GO:0070011" "peptidase activity, acting on L-amino acid peptides" "6, 7" "Biological_process" NA NA "291" 76 76 15 19.7368421052632 1.61857238615426 0.121769714691892 0.446070501242463 0.847694395692398 2.90923333389932 "Rv0110, Rv0418, Rv0800, Rv1140, Rv1433, Rv1770, Rv2314c, Rv2315c, Rv2467, Rv2861c, Rv3306c, Rv3419c, Rv3671c, Rv3702c, Rv3886c"
"404" "GO:0009165" "nucleotide biosynthetic process" "6, 7, 8" "Biological_process" NA NA "292" 96 96 18 18.75 1.52025119989694 0.12652338090506 0.460330481986416 0.849336933326432 2.58863297271272 "Rv0408, Rv0803, Rv0891c, Rv0957, Rv1092c, Rv1309, Rv1310, Rv1311, Rv1354c, Rv1383, Rv1384, Rv1695, Rv1699, Rv2435c, Rv2881c, Rv2883c, Rv3396c, Rv3624c"
"1392" "GO:1990748" "cellular detoxification" "2, 5" "Biological_process" NA NA "293" 35 35 8 22.8571428571429 1.9433371752203 0.126526108088199 0.460330481986416 0.758769765011538 4.42705945975846 "Rv0462, Rv0526, Rv0554, Rv0799c, Rv1677, Rv1932, Rv2215, Rv2238c"
"1288" "GO:0072511" "divalent inorganic cation transport" "6" "Biological_process" NA NA "294" 15 15 4 26.6666666666667 2.37753580676115 0.128267692666811 0.465079457084425 0.550065092190881 8.06142257482897 "Rv0103c, Rv0425c, Rv0908, Rv1232c"
"10" "GO:0000104" "succinate dehydrogenase activity" "5" "Biological_process" NA NA "295" 5 5 2 40 4.3514580312821 0.134488466167112 0.465469821214744 0.362625165529613 38.1024153208776 "Rv3316, Rv3318"
"25" "GO:0000724" "double-strand break repair via homologous recombination" "7, 8, 9" "Biological_process" NA NA "296" 5 5 2 40 4.3514580312821 0.134488466167112 0.465469821214744 0.362625165529613 38.1024153208776 "Rv0629c, Rv1696"
"130" "GO:0006097" "glyoxylate cycle" "4, 5, 8" "Biological_process" NA NA "297" 5 5 2 40 4.3514580312821 0.134488466167112 0.465469821214744 0.362625165529613 38.1024153208776 "Rv0066c, Rv1837c"
"1094" "GO:0046487" "glyoxylate metabolic process" "4, 7" "Biological_process" NA NA "297" 5 5 2 40 4.3514580312821 0.134488466167112 0.465469821214744 0.362625165529613 38.1024153208776 "Rv0066c, Rv1837c"
"238" "GO:0006595" "polyamine metabolic process" "6, 7" "Biological_process" NA NA "298" 5 5 2 40 4.3514580312821 0.134488466167112 0.465469821214744 0.362625165529613 38.1024153208776 "Rv2859c, Rv2860c"
