"transcript_id" "Gene_id" "symbol" "Locus_tag"
"885111" "NC_000962.3:946056-947315" 885111 "Rv0849" "Rv0849"
"885550" "NC_000962.3:c948468-947641" 885550 "Rv0851c" "Rv0851c"
"885044" "NC_000962.3:948757-949395" 885044 "Rv0852" "Rv0852"
"885576" "NC_000962.3:c951118-949436" 885576 "pdc" "Rv0853c"
"885127" "NC_000962.3:951183-951626" 885127 "Rv0854" "Rv0854"
"885790" "NC_000962.3:951632-952711" 885790 "far" "Rv0855"
"885783" "NC_000962.3:952825-953229" 885783 "Rv0856" "Rv0856"
"885078" "NC_000962.3:953257-953730" 885078 "Rv0857" "Rv0857"
"885784" "NC_000962.3:c954920-953727" 885784 "dapC" "Rv0858c"
"885774" "NC_000962.3:955077-956288" 885774 "Rv0859" "Rv0859"
"885799" "NC_000962.3:956293-958455" 885799 "fadB" "Rv0860"
"885425" "NC_000962.3:c960151-958523" 885425 "ercc3" "Rv0861c"
"885413" "NC_000962.3:c962612-960342" 885413 "Rv0862c" "Rv0862c"
"885423" "NC_000962.3:962599-962880" 885423 "Rv0863" "Rv0863"
"885826" "NC_000962.3:962890-963393" 885826 "moaC2" "Rv0864"
"885348" "NC_000962.3:963390-963872" 885348 "mog" "Rv0865"
"885431" "NC_000962.3:963869-964294" 885431 "moaE2" "Rv0866"
"885749" "NC_000962.3:c965535-964312" 885749 "rpfA" "Rv0867c"
"885763" "NC_000962.3:c966261-965983" 885763 "moaD2" "Rv0868c"
"885773" "NC_000962.3:c967347-966265" 885773 "moaA2" "Rv0869c"
"885709" "NC_000962.3:c967733-967344" 885709 "Rv0870c" "Rv0870c"
"885725" "NC_000962.3:967898-968305" 885725 "cspB" "Rv0871"
"885742" "NC_000962.3:c970244-968424" 885742 "PE_PGRS15" "Rv0872c"
"885636" "NC_000962.3:970505-972457" 885636 "fadE10" "Rv0873"
"885658" "NC_000962.3:c973706-972546" 885658 "Rv0874c" "Rv0874c"
"885669" "NC_000962.3:c974294-973806" 885669 "Rv0875c" "Rv0875c"
"885562" "NC_000962.3:c975937-974291" 885562 "Rv0876c" "Rv0876c"
"885601" "NC_000962.3:976075-976863" 885601 "Rv0877" "Rv0877"
"885617" "NC_000962.3:c978203-976872" 885617 "PPE13" "Rv0878c"
"885095" "NC_000962.3:c978756-978481" 885095 "Rv0879c" "Rv0879c"
"885205" "NC_000962.3:978934-979365" 885205 "Rv0880" "Rv0880"
"885121" "NC_000962.3:979362-980228" 885121 "Rv0881" "Rv0881"
"885248" "NC_000962.3:980225-980509" 885248 "Rv0882" "Rv0882"
"885139" "NC_000962.3:c981267-980506" 885139 "Rv0883c" "Rv0883c"
"885140" "NC_000962.3:c982554-981424" 885140 "serC" "Rv0884c"
"885285" "NC_000962.3:982762-983784" 885285 "Rv0885" "Rv0885"
"885195" "NC_000962.3:983803-985530" 885195 "fprB" "Rv0886"
"885113" "NC_000962.3:c985971-985513" 885113 "Rv0887c" "Rv0887c"
"885210" "NC_000962.3:987233-988705" 885210 "Rv0888" "Rv0888"
"885466" "NC_000962.3:c989861-988740" 885466 "citA" "Rv0889c"
"885227" "NC_000962.3:c992596-989948" 885227 "Rv0890c" "Rv0890c"
"885493" "NC_000962.3:c993455-992598" 885493 "Rv0891c" "Rv0891c"
"885225" "NC_000962.3:993853-995340" 885225 "Rv0892" "Rv0892"
"885477" "NC_000962.3:c996295-995318" 885477 "Rv0893c" "Rv0893c"
"885199" "NC_000962.3:996524-997705" 885199 "Rv0894" "Rv0894"
"885481" "NC_000962.3:997782-999299" 885481 "Rv0895" "Rv0895"
"885208" "NC_000962.3:999472-1000767" 885208 "gltA2" "Rv0896"
"885641" "NC_000962.3:c1002415-1000808" 885641 "Rv0897c" "Rv0897c"
"885206" "NC_000962.3:c1002704-1002441" 885206 "Rv0898c" "Rv0898c"
"885286" "NC_000962.3:1002812-1003792" 885286 "arfA" "Rv0899"
"885179" "NC_000962.3:1003805-1003957" 885179 "arfB" "Rv0900"
"885203" "NC_000962.3:1003957-1004484" 885203 "arfC" "Rv0901"
"885647" "NC_000962.3:c1005841-1004501" 885647 "prrB" "Rv0902c"
"885209" "NC_000962.3:c1006562-1005852" 885209 "prrA" "Rv0903c"
"885279" "NC_000962.3:c1008180-1006693" 885279 "accD3" "Rv0904c"
"885825" "NC_000962.3:1008207-1008938" 885825 "echA6" "Rv0905"
"885150" "NC_000962.3:1008944-1010062" 885150 "Rv0906" "Rv0906"
"885146" "NC_000962.3:1010136-1011734" 885146 "Rv0907" "Rv0907"
"885657" "NC_000962.3:1011731-1014124" 885657 "ctpE" "Rv0908"
"885197" "NC_000962.3:1014681-1014860" 885197 "Rv0909" "Rv0909"
"885137" "NC_000962.3:1014866-1015300" 885137 "Rv0910" "Rv0910"
"885093" "NC_000962.3:1015398-1016171" 885093 "Rv0911" "Rv0911"
"885103" "NC_000962.3:1016236-1016685" 885103 "Rv0912" "Rv0912"
"885042" "NC_000962.3:c1018725-1017217" 885042 "Rv0913c" "Rv0913c"
"885046" "NC_000962.3:c1019965-1018727" 885046 "Rv0914c" "Rv0914c"
"885069" "NC_000962.3:c1021329-1020058" 885069 "PPE14" "Rv0915c"
"885167" "NC_000962.3:c1021643-1021344" 885167 "PE7" "Rv0916c"
"885172" "NC_000962.3:1022087-1023868" 885172 "betP" "Rv0917"
"885198" "NC_000962.3:1024211-1024687" 885198 "Rv0918" "Rv0918"
"885221" "NC_000962.3:1024684-1025184" 885221 "Rv0919" "Rv0919"
"885549" "NC_000962.3:c1026816-1025497" 885549 "Rv0920c" "Rv0920c"
"885557" "NC_000962.3:1027104-1027685" 885557 "Rv0921" "Rv0921"
"885564" "NC_000962.3:1027685-1029337" 885564 "Rv0922" "Rv0922"
"885568" "NC_000962.3:c1030577-1029513" 885568 "Rv0923c" "Rv0923c"
"885569" "NC_000962.3:c1031864-1030578" 885569 "mntH" "Rv0924c"
"885570" "NC_000962.3:c1032633-1031896" 885570 "Rv0925c" "Rv0925c"
"885387" "NC_000962.3:c1033786-1032710" 885387 "Rv0926c" "Rv0926c"
"885571" "NC_000962.3:c1034631-1033840" 885571 "Rv0927c" "Rv0927c"
"885366" "NC_000962.3:1034903-1036015" 885366 "pstS3" "Rv0928"
"885585" "NC_000962.3:1036028-1037002" 885585 "pstC2" "Rv0929"
"885589" "NC_000962.3:1036999-1037925" 885589 "pstA1" "Rv0930"
"885607" "NC_000962.3:c1039914-1037920" 885607 "pknD" "Rv0931c"
"885613" "NC_000962.3:c1041048-1039936" 885613 "pstS2" "Rv0932c"
"885653" "NC_000962.3:1041264-1042094" 885653 "pstB" "Rv0933"
"885724" "NC_000962.3:1042115-1043239" 885724 "pstS1" "Rv0934"
"885644" "NC_000962.3:1043299-1044315" 885644 "pstC1" "Rv0935"
"885756" "NC_000962.3:1044317-1045222" 885756 "pstA2" "Rv0936"
"885050" "NC_000962.3:c1046020-1045199" 885050 "mku" "Rv0937c"
"885561" "NC_000962.3:1046136-1048415" 885561 "ligD" "Rv0938"
"885560" "NC_000962.3:1048412-1050346" 885560 "Rv0939" "Rv0939"
"885412" "NC_000962.3:c1051459-1050593" 885412 "Rv0940c" "Rv0940c"
"885914" "NC_000962.3:c1052317-1051544" 885914 "Rv0941c" "Rv0941c"
"885913" "NC_000962.3:1052360-1052638" 885913 "Rv0942" "Rv0942"
"885889" "NC_000962.3:c1053736-1052696" 885889 "Rv0943c" "Rv0943c"
"885888" "NC_000962.3:1053765-1054241" 885888 "Rv0944" "Rv0944"
"885629" "NC_000962.3:1054247-1055008" 885629 "Rv0945" "Rv0945"
"885533" "NC_000962.3:c1056685-1055024" 885533 "pgi" "Rv0946c"
"885494" "NC_000962.3:c1057530-1057300" 885494 "Rv0947c" "Rv0947c"
"885485" "NC_000962.3:c1057963-1057646" 885485 "Rv0948c" "Rv0948c"
"885442" "NC_000962.3:1058260-1060575" 885442 "uvrD1" "Rv0949"
"885438" "NC_000962.3:c1061654-1060656" 885438 "Rv0950c" "Rv0950c"
"885434" "NC_000962.3:1061964-1063127" 885434 "sucC" "Rv0951"
"885426" "NC_000962.3:1063140-1064051" 885426 "sucD" "Rv0952"
"885419" "NC_000962.3:c1064962-1064114" 885419 "Rv0953c" "Rv0953c"
"885411" "NC_000962.3:1065127-1066038" 885411 "Rv0954" "Rv0954"
"885408" "NC_000962.3:1066078-1067445" 885408 "Rv0955" "Rv0955"
"885407" "NC_000962.3:1067561-1068208" 885407 "purN" "Rv0956"
"885406" "NC_000962.3:1068205-1069776" 885406 "purH" "Rv0957"
"885405" "NC_000962.3:1069883-1071262" 885405 "Rv0958" "Rv0958"
"885329" "NC_000962.3:1071255-1073273" 885329 "Rv0959" "Rv0959"
"14515852" "NC_000962.3:1073327-1073548" 14515852 "vapB9" "Rv0959A"
"885158" "NC_000962.3:1073545-1073928" 885158 "vapC9" "Rv0960"
"885173" "NC_000962.3:1074074-1074421" 885173 "Rv0961" "Rv0961"
"885177" "NC_000962.3:c1075114-1074440" 885177 "lprP" "Rv0962c"
"885184" "NC_000962.3:c1076097-1075297" 885184 "Rv0963c" "Rv0963c"
"885186" "NC_000962.3:c1076678-1076196" 885186 "Rv0964c" "Rv0964c"
"885230" "NC_000962.3:c1077197-1076778" 885230 "Rv0965c" "Rv0965c"
"885043" "NC_000962.3:c1077835-1077233" 885043 "Rv0966c" "Rv0966c"
"885312" "NC_000962.3:1077975-1078334" 885312 "csoR" "Rv0967"
"885052" "NC_000962.3:1078391-1078687" 885052 "Rv0968" "Rv0968"
"885254" "NC_000962.3:1078743-1081055" 885254 "ctpV" "Rv0969"
"885242" "NC_000962.3:1081052-1081684" 885242 "Rv0970" "Rv0970"
"885308" "NC_000962.3:c1082584-1081775" 885308 "echA7" "Rv0971c"
"885237" "NC_000962.3:c1083750-1082584" 885237 "fadE12" "Rv0972c"
"885922" "NC_000962.3:c1085750-1083747" 885922 "accA2" "Rv0973c"
"886064" "NC_000962.3:c1087345-1085756" 886064 "accD2" "Rv0974c"
"885856" "NC_000962.3:c1088496-1087348" 885856 "fadE13" "Rv0975c"
"885860" "NC_000962.3:c1090175-1088493" 885860 "Rv0976c" "Rv0976c"
"885264" "NC_000962.3:1090373-1093144" 885264 "PE_PGRS16" "Rv0977"
"885077" "NC_000962.3:c1094356-1093361" 885077 "PE_PGRS17" "Rv0978c"
"3205057" "NC_000962.3:1094886-1095059" 3205057 "rpmF" "Rv0979A"
"885063" "NC_000962.3:c1094864-1094670" 885063 "Rv0979c" "Rv0979c"
"885327" "NC_000962.3:c1096451-1095078" 885327 "PE_PGRS18" "Rv0980c"
"885038" "NC_000962.3:1096822-1097508" 885038 "mprA" "Rv0981"
"885062" "NC_000962.3:1097508-1099022" 885062 "mprB" "Rv0982"
"885382" "NC_000962.3:1099066-1100460" 885382 "pepD" "Rv0983"
"885378" "NC_000962.3:1100460-1101005" 885378 "moaB2" "Rv0984"
"885368" "NC_000962.3:c1101480-1101025" 885368 "mscL" "Rv0985c"
"885364" "NC_000962.3:1101803-1102549" 885364 "Rv0986" "Rv0986"
"885363" "NC_000962.3:1102542-1105109" 885363 "Rv0987" "Rv0987"
"885353" "NC_000962.3:1105116-1106276" 885353 "Rv0988" "Rv0988"
"885355" "NC_000962.3:c1107382-1106405" 885355 "grcC2" "Rv0989c"
"885343" "NC_000962.3:c1108099-1107443" 885343 "Rv0990c" "Rv0990c"
"885350" "NC_000962.3:c1108504-1108172" 885350 "Rv0991c" "Rv0991c"
"885337" "NC_000962.3:c1109171-1108578" 885337 "Rv0992c" "Rv0992c"
"885341" "NC_000962.3:1109272-1110192" 885341 "galU" "Rv0993"
"885404" "NC_000962.3:1110269-1111549" 885404 "moeA1" "Rv0994"
"885399" "NC_000962.3:1111612-1112223" 885399 "rimJ" "Rv0995"
"885393" "NC_000962.3:1112384-1113460" 885393 "Rv0996" "Rv0996"
"885386" "NC_000962.3:1114293-1114724" 885386 "Rv0997" "Rv0997"
"19394669" "NC_000962.3:1113861-1114112" 19394669 "Rv0997a" "Rv0997a"
"885385" "NC_000962.3:1114748-1115749" 885385 "Rv0998" "Rv0998"
"886043" "NC_000962.3:1115767-1116525" 886043 "Rv0999" "Rv0999"
"886266" "NC_000962.3:c1117148-1116531" 886266 "Rv1000c" "Rv1000c"
"888313" "NC_000962.3:1117185-1118393" 888313 "arcA" "Rv1001"
"887882" "NC_000962.3:c1119939-1118428" 887882 "Rv1002c" "Rv1002c"
"887935" "NC_000962.3:1120022-1120879" 887935 "Rv1003" "Rv1003"
"886039" "NC_000962.3:c1122148-1120889" 886039 "Rv1004c" "Rv1004c"
"888205" "NC_000962.3:c1123598-1122222" 888205 "Rv1005c" "Rv1005c"
"888234" "NC_000962.3:1123714-1125417" 888234 "Rv1006" "Rv1006"
"886050" "NC_000962.3:c1127003-1125444" 886050 "metS" "Rv1007c"
"886047" "NC_000962.3:1127089-1127883" 886047 "tatD" "Rv1008"
"886048" "NC_000962.3:1128091-1129179" 886048 "rpfB" "Rv1009"
"888792" "NC_000962.3:1129152-1130105" 888792 "ksgA" "Rv1010"
"886034" "NC_000962.3:1130191-1131111" 886034 "ispE" "Rv1011"
"886045" "NC_000962.3:1131128-1131421" 886045 "Rv1012" "Rv1012"
"886035" "NC_000962.3:1131625-1133259" 886035 "pks16" "Rv1013"
"886037" "NC_000962.3:c1133908-1133333" 886037 "pth" "Rv1014c"
"885992" "NC_000962.3:c1134568-1133921" 885992 "rplY" "Rv1015c"
"886066" "NC_000962.3:c1135465-1134785" 886066 "lpqT" "Rv1016c"
"885993" "NC_000962.3:c1136481-1135501" 885993 "prsA" "Rv1017c"
"886069" "NC_000962.3:c1138060-1136573" 886069 "glmU" "Rv1018c"
"886056" "NC_000962.3:1138315-1138908" 886056 "Rv1019" "Rv1019"
"886077" "NC_000962.3:1138967-1142671" 886077 "mfd" "Rv1020"
"886052" "NC_000962.3:1142671-1143648" 886052 "Rv1021" "Rv1021"
"886076" "NC_000962.3:1143736-1144467" 886076 "lpqU" "Rv1022"
"886062" "NC_000962.3:1144564-1145853" 886062 "eno" "Rv1023"
"886059" "NC_000962.3:1145858-1146544" 886059 "Rv1024" "Rv1024"
"886042" "NC_000962.3:1146561-1147028" 886042 "Rv1025" "Rv1025"
"886089" "NC_000962.3:1147019-1147978" 886089 "Rv1026" "Rv1026"
"886046" "NC_000962.3:c1149107-1148427" 886046 "kdpE" "Rv1027c"
"3205056" "NC_000962.3:1151920-1152012" 3205056 "kdpF" "Rv1028A"
"886084" "NC_000962.3:c1151686-1149104" 886084 "kdpD" "Rv1028c"
"887414" "NC_000962.3:1152012-1153727" 887414 "kdpA" "Rv1029"
"887343" "NC_000962.3:1153724-1155853" 887343 "kdpB" "Rv1030"
"886008" "NC_000962.3:1155853-1156422" 886008 "kdpC" "Rv1031"
"887790" "NC_000962.3:c1157955-1156426" 887790 "trcS" "Rv1032c"
"887957" "NC_000962.3:c1158736-1157963" 887957 "trcR" "Rv1033c"
"888299" "NC_000962.3:c1160828-1160544" 888299 "esxI" "Rv1037c"
"888372" "NC_000962.3:c1161151-1160855" 888372 "esxJ" "Rv1038c"
"888477" "NC_000962.3:c1162472-1161297" 888477 "PPE15" "Rv1039c"
"888533" "NC_000962.3:c1163376-1162549" 888533 "PE8" "Rv1040c"
"888546" "NC_000962.3:c1165435-1164572" 888546 "Rv1041c" "Rv1041c"
"888607" "NC_000962.3:c1165499-1165092" 888607 "Rv1042c" "Rv1042c"
"888634" "NC_000962.3:c1166806-1165781" 888634 "Rv1043c" "Rv1043c"
"888712" "NC_000962.3:1167053-1167676" 888712 "Rv1044" "Rv1044"
"888783" "NC_000962.3:1167673-1168554" 888783 "Rv1045" "Rv1045"
"886060" "NC_000962.3:1169423-1170670" 886060 "Rv1047" "Rv1047"
"885295" "NC_000962.3:c1172153-1171038" 885295 "Rv1048c" "Rv1048c"
"886091" "NC_000962.3:1172386-1172832" 886091 "Rv1049" "Rv1049"
"887146" "NC_000962.3:1172881-1173786" 887146 "Rv1050" "Rv1050"
"887142" "NC_000962.3:c1174700-1173945" 887142 "Rv1051c" "Rv1051c"
"888441" "NC_000962.3:1175723-1176112" 888441 "Rv1052" "Rv1052"
"887147" "NC_000962.3:1177628-1178392" 887147 "Rv1056" "Rv1056"
"887135" "NC_000962.3:1179396-1180577" 887135 "Rv1057" "Rv1057"
"887133" "NC_000962.3:1180684-1182315" 887133 "fadD14" "Rv1058"
"886015" "NC_000962.3:1182391-1183455" 886015 "Rv1059" "Rv1059"
"887130" "NC_000962.3:1183508-1183981" 887130 "Rv1060" "Rv1060"
"887136" "NC_000962.3:1184015-1184878" 887136 "Rv1061" "Rv1061"
"887129" "NC_000962.3:1184883-1185740" 887129 "Rv1062" "Rv1062"
"887128" "NC_000962.3:c1186823-1185741" 887128 "Rv1063c" "Rv1063c"
"887126" "NC_000962.3:c1187323-1186904" 887126 "lpqV" "Rv1064c"
"887125" "NC_000962.3:1187435-1188001" 887125 "Rv1065" "Rv1065"
"887127" "NC_000962.3:1187998-1188393" 887127 "Rv1066" "Rv1066"
"887122" "NC_000962.3:c1190424-1188421" 887122 "PE_PGRS19" "Rv1067c"
"887123" "NC_000962.3:c1192148-1190757" 887123 "PE_PGRS20" "Rv1068c"
"887120" "NC_000962.3:c1194273-1192510" 887120 "Rv1069c" "Rv1069c"
"887117" "NC_000962.3:c1195043-1194270" 887117 "echA8" "Rv1070c"
"887116" "NC_000962.3:c1196092-1195055" 887116 "echA9" "Rv1071c"
"887114" "NC_000962.3:1196279-1197115" 887114 "Rv1072" "Rv1072"
"887132" "NC_000962.3:1197231-1198082" 887132 "Rv1073" "Rv1073"
"887113" "NC_000962.3:c1199373-1198156" 887113 "fadA3" "Rv1074c"
"887110" "NC_000962.3:c1200370-1199426" 887110 "Rv1075c" "Rv1075c"
"887112" "NC_000962.3:1200767-1201660" 887112 "lipU" "Rv1076"
"887108" "NC_000962.3:1201717-1203111" 887108 "cbs" "Rv1077"
"887111" "NC_000962.3:1203313-1204035" 887111 "Rv1078" "Rv1078"
"887103" "NC_000962.3:1204067-1205233" 887103 "metB" "Rv1079"
"887115" "NC_000962.3:c1205798-1205304" 887115 "greA" "Rv1080c"
"887102" "NC_000962.3:c1206418-1205984" 887102 "Rv1081c" "Rv1081c"
"887101" "NC_000962.3:1206520-1207386" 887101 "mca" "Rv1082"
"887100" "NC_000962.3:1207383-1207649" 887100 "Rv1083" "Rv1083"
"887098" "NC_000962.3:1207636-1209657" 887098 "Rv1084" "Rv1084"
"887107" "NC_000962.3:c1210484-1209756" 887107 "Rv1085c" "Rv1085c"
"887097" "NC_000962.3:1210595-1211383" 887097 "Rv1086" "Rv1086"
"887094" "NC_000962.3:1211560-1213863" 887094 "PE_PGRS21" "Rv1087"
"887096" "NC_000962.3:1214513-1214947" 887096 "PE9" "Rv1088"
"19394670" "NC_000962.3:1215225-1215407" 19394670 "Rv1088a" "Rv1088a"
"885258" "NC_000962.3:1216469-1219030" 885258 "PE_PGRS22" "Rv1091"
"885120" "NC_000962.3:c1220186-1219248" 885120 "coaA" "Rv1092c"
"885338" "NC_000962.3:1220574-1221854" 885338 "glyA1" "Rv1093"
"885339" "NC_000962.3:1221959-1222786" 885339 "desA2" "Rv1094"
"885592" "NC_000962.3:1222997-1224298" 885592 "phoH2" "Rv1095"
"885949" "NC_000962.3:1224385-1225260" 885949 "Rv1096" "Rv1096"
"885962" "NC_000962.3:c1226144-1225263" 885962 "Rv1097c" "Rv1097c"
"885651" "NC_000962.3:c1227565-1226141" 885651 "fum" "Rv1098c"
"885861" "NC_000962.3:c1228684-1227596" 885861 "glpX" "Rv1099c"
"885852" "NC_000962.3:1228683-1229384" 885852 "Rv1100" "Rv1100"
"885482" "NC_000962.3:c1230548-1229391" 885482 "Rv1101c" "Rv1101c"
"886001" "NC_000962.3:c1230971-1230660" 886001 "mazF3" "Rv1102c"
"885941" "NC_000962.3:c1231291-1230971" 885941 "mazE3" "Rv1103c"
"886004" "NC_000962.3:c1233956-1232844" 886004 "Rv1106c" "Rv1106c"
"886005" "NC_000962.3:c1234223-1233966" 886005 "xseB" "Rv1107c"
"885984" "NC_000962.3:c1235460-1234213" 885984 "xseA" "Rv1108c"
"885828" "NC_000962.3:c1236095-1235457" 885828 "Rv1109c" "Rv1109c"
"885830" "NC_000962.3:1236185-1237192" 885830 "lytB2" "Rv1110"
"885447" "NC_000962.3:c1238192-1237209" 885447 "Rv1111c" "Rv1111c"
"887151" "NC_000962.3:1238255-1239328" 887151 "Rv1112" "Rv1112"
"885450" "NC_000962.3:1239416-1239613" 885450 "vapB32" "Rv1113"
"885490" "NC_000962.3:1239610-1239984" 885490 "vapC32" "Rv1114"
"885951" "NC_000962.3:1240187-1240885" 885951 "Rv1115" "Rv1115"
"885969" "NC_000962.3:1241003-1241188" 885969 "Rv1116" "Rv1116"
"885847" "NC_000962.3:1241633-1241956" 885847 "Rv1117" "Rv1117"
"888936" "NC_000962.3:c1242831-1241971" 888936 "Rv1118c" "Rv1118c"
"885853" "NC_000962.3:c1243013-1242864" 885853 "Rv1119c" "Rv1119c"
"885633" "NC_000962.3:c1243504-1243010" 885633 "Rv1120c" "Rv1120c"
"885817" "NC_000962.3:1243707-1245107" 885817 "zwf1" "Rv1121"
"885820" "NC_000962.3:1245129-1246151" 885820 "gnd2" "Rv1122"
"885965" "NC_000962.3:c1247052-1246144" 885965 "bpoB" "Rv1123c"
"886022" "NC_000962.3:1247127-1248077" 886022 "ephC" "Rv1124"
"886021" "NC_000962.3:1248082-1249326" 886021 "Rv1125" "Rv1125"
"885845" "NC_000962.3:c1249935-1249330" 885845 "Rv1126c" "Rv1126c"
"885956" "NC_000962.3:c1251404-1249932" 885956 "ppdK" "Rv1127c"
"885849" "NC_000962.3:c1252972-1251617" 885849 "Rv1128c" "Rv1128c"
"885963" "NC_000962.3:c1254534-1253074" 885963 "Rv1129c" "Rv1129c"
"885843" "NC_000962.3:1254555-1256135" 885843 "prpD" "Rv1130"
"888949" "NC_000962.3:1256132-1257313" 888949 "prpC" "Rv1131"
"885824" "NC_000962.3:1257325-1259055" 885824 "Rv1132" "Rv1132"
"888947" "NC_000962.3:c1261346-1259067" 888947 "metE" "Rv1133c"
"885983" "NC_000962.3:1261922-1262158" 885983 "Rv1134" "Rv1134"
"885131" "NC_000962.3:c1264128-1262272" 885131 "PPE16" "Rv1135c"
"19394671" "NC_000962.3:1265034-1265438" 19394671 "Rv1138a" "Rv1138a"
"885119" "NC_000962.3:c1266488-1265472" 885119 "Rv1138c" "Rv1138c"
"885110" "NC_000962.3:c1266985-1266485" 885110 "Rv1139c" "Rv1139c"
"885117" "NC_000962.3:1267347-1268195" 885117 "Rv1140" "Rv1140"
"886024" "NC_000962.3:c1269009-1268203" 886024 "echA11" "Rv1141c"
"885458" "NC_000962.3:c1269958-1269152" 885458 "echA10" "Rv1142c"
"885067" "NC_000962.3:1270062-1271144" 885067 "mcr" "Rv1143"
"885932" "NC_000962.3:1271156-1271908" 885932 "Rv1144" "Rv1144"
"885798" "NC_000962.3:1272423-1273334" 885798 "Rv1145" "Rv1145"
"885575" "NC_000962.3:1273355-1274767" 885575 "Rv1146" "Rv1146"
"885471" "NC_000962.3:1274900-1275550" 885471 "Rv1147" "Rv1147"
"885451" "NC_000962.3:c1277748-1276300" 885451 "Rv1148c" "Rv1148c"
"885164" "NC_000962.3:1277893-1278300" 885164 "Rv1149" "Rv1149"
"886020" "NC_000962.3:1278269-1278820" 886020 "Rv1150" "Rv1150"
"886026" "NC_000962.3:c1279617-1278904" 886026 "Rv1151c" "Rv1151c"
"885985" "NC_000962.3:1279655-1280020" 885985 "Rv1152" "Rv1152"
"885994" "NC_000962.3:c1280846-1279998" 885994 "omt" "Rv1153c"
"885991" "NC_000962.3:c1281484-1280843" 885991 "Rv1154c" "Rv1154c"
"885604" "NC_000962.3:1281429-1281872" 885604 "Rv1155" "Rv1155"
"19394672" "NC_000962.3:1282030-1282218" 19394672 "Rv1155a" "Rv1155a"
"885593" "NC_000962.3:1282306-1282893" 885593 "Rv1156" "Rv1156"
"885878" "NC_000962.3:c1284171-1283056" 885878 "Rv1157c" "Rv1157c"
"888930" "NC_000962.3:c1284862-1284179" 888930 "Rv1158c" "Rv1158c"
"885899" "NC_000962.3:1284992-1286287" 885899 "pimE" "Rv1159"
"3205109" "NC_000962.3:c1286568-1286284" 3205109 "Rv1159A" "Rv1159A"
"888485" "NC_000962.3:1286595-1287020" 888485 "mutT2" "Rv1160"
"885573" "NC_000962.3:1287328-1291026" 885573 "narG" "Rv1161"
"888265" "NC_000962.3:1291065-1292741" 888265 "narH" "Rv1162"
"885890" "NC_000962.3:1292798-1293403" 885890 "narJ" "Rv1163"
"888935" "NC_000962.3:1293406-1294146" 888935 "narI" "Rv1164"
"886038" "NC_000962.3:1294168-1296054" 886038 "typA" "Rv1165"
"886036" "NC_000962.3:1296152-1298059" 886036 "lpqW" "Rv1166"
"888758" "NC_000962.3:c1298692-1298087" 888758 "Rv1167c" "Rv1167c"
"885990" "NC_000962.3:c1299804-1298764" 885990 "PPE17" "Rv1168c"
"885930" "NC_000962.3:c1300124-1299822" 885930 "lipX" "Rv1169c"
"885997" "NC_000962.3:1300304-1301215" 885997 "mshB" "Rv1170"
"885986" "NC_000962.3:1301307-1301747" 885986 "Rv1171" "Rv1171"
"885988" "NC_000962.3:c1302681-1301755" 885988 "PE12" "Rv1172c"
"886061" "NC_000962.3:1302931-1305501" 886061 "fbiC" "Rv1173"
"886082" "NC_000962.3:c1306001-1305669" 886082 "TB8.4" "Rv1174c"
"886053" "NC_000962.3:c1308226-1306202" 886053 "fadH" "Rv1175c"
"886080" "NC_000962.3:c1308792-1308223" 886080 "Rv1176c" "Rv1176c"
"885869" "NC_000962.3:1309005-1309331" 885869 "fdxC" "Rv1177"
"886031" "NC_000962.3:1309364-1310452" 886031 "Rv1178" "Rv1178"
"886083" "NC_000962.3:c1313299-1310480" 886083 "Rv1179c" "Rv1179c"
"886055" "NC_000962.3:1313725-1315191" 886055 "pks3" "Rv1180"
"886081" "NC_000962.3:1315234-1319982" 886081 "pks4" "Rv1181"
"886072" "NC_000962.3:1320035-1321453" 886072 "papA3" "Rv1182"
"886068" "NC_000962.3:1321520-1324528" 886068 "mmpL10" "Rv1183"
"886063" "NC_000962.3:c1325611-1324532" 886063 "Rv1184c" "Rv1184c"
"886065" "NC_000962.3:c1327512-1325776" 886065 "fadD21" "Rv1185c"
"886057" "NC_000962.3:c1329305-1327689" 886057 "Rv1186c" "Rv1186c"
"886058" "NC_000962.3:1329390-1331021" 886058 "rocA" "Rv1187"
"886054" "NC_000962.3:1331021-1332010" 886054 "Rv1188" "Rv1188"
"886079" "NC_000962.3:1332092-1332964" 886079 "sigI" "Rv1189"
"886049" "NC_000962.3:1332980-1333858" 886049 "Rv1190" "Rv1190"
"886041" "NC_000962.3:1333931-1334845" 886041 "Rv1191" "Rv1191"
"886007" "NC_000962.3:1334927-1335754" 886007 "Rv1192" "Rv1192"
"886074" "NC_000962.3:1335794-1337215" 886074 "fadD36" "Rv1193"
"886040" "NC_000962.3:c1338513-1337248" 886040 "Rv1194c" "Rv1194c"
"886044" "NC_000962.3:1339003-1339302" 886044 "PE13" "Rv1195"
"886073" "NC_000962.3:1339349-1340524" 886073 "PPE18" "Rv1196"
"886051" "NC_000962.3:1340659-1340955" 886051 "esxK" "Rv1197"
"886090" "NC_000962.3:1341006-1341290" 886090 "esxL" "Rv1198"
"886092" "NC_000962.3:c1342605-1341358" 886092 "Rv1199c" "Rv1199c"
"886087" "NC_000962.3:1342942-1344219" 886087 "Rv1200" "Rv1200"
"886088" "NC_000962.3:c1345169-1344216" 886088 "dapD" "Rv1201c"
